kernel,output_mode,index_dtype,num_tokens,num_experts,topk,score_function,group_topk,dtype,test_pass,fused_ms,ref_ms,speedup,fused_gbps,ref_gbps
topk,sparse,-,65536,2304,36,softmax,0,float32,backward_raw,3.552248840332031,2.8143820190429687,0.7922817757271493,552.5891794834179,697.4654679848674
topk,sparse,-,262144,256,8,softmax,0,float32,forward,0.9487049865722657,3.7207391357421873,3.9219137544385276,919.5853762212154,234.47363552564045
topk,sparse,-,262144,256,8,softmax,0,float32,backward_raw,0.26076927185058596,1.2939804077148438,4.962165973513402,3345.544610408972,674.2105419823755
topk,sparse,-,262144,384,6,softmax,0,float32,forward,0.8608895874023438,6.534306030273438,7.590178956618715,1520.0820954852652,200.2695989347837
topk,sparse,-,262144,384,6,softmax,0,float32,backward_raw,0.3649875259399414,1.9090345764160157,5.2304104681378805,3585.3906092542284,685.489337996582
topk,sparse,-,262144,512,10,softmax,0,float32,forward,2.441032257080078,6.72616455078125,2.755459101891171,714.7920552623655,259.409422833305
topk,sparse,-,262144,512,10,softmax,0,float32,backward_raw,0.5538668823242188,2.5250245666503908,4.558901510872985,3150.270434437391,691.0152428000456
topk,sparse,-,262144,512,22,softmax,0,float32,forward,9.952257690429688,6.86294921875,0.6895871702909747,175.32006488114428,254.23916284168558
topk,sparse,-,262144,512,22,softmax,0,float32,backward_raw,0.5598172760009765,2.525310363769531,4.5109546847302475,3116.785670610416,690.9370384856344
topk,sparse,-,262144,896,16,softmax,0,float32,forward,9.460938110351563,8.5980126953125,0.9087907134605495,322.7431863928064,355.1347759308025
topk,sparse,-,262144,896,16,softmax,0,float32,backward_raw,1.5933651733398437,4.3673269653320315,2.7409454144009575,1916.3549970153254,699.1583951095032
topk,sparse,-,262144,2304,16,softmax,0,float32,forward,32.25015380859375,14.259822998046875,0.44216294541352036,243.46355476629495,550.61953357173
topk,sparse,-,262144,2304,16,softmax,0,float32,backward_raw,14.26505126953125,11.15871826171875,0.7822417214547751,550.4177264872885,703.641484966627
